User Card 1 , User Card 2, Dealer Card, Choice, Frequency
4 of Diamonds , 5 of Diamonds , 6 of Diamonds , 110 , -696
4 of Diamonds , 5 of Diamonds , 6 of Diamonds , 1110 , -1702
4 of Diamonds , 5 of Diamonds , 7 of Diamonds , 0 , 268
4 of Diamonds , 5 of Diamonds , 7 of Diamonds , 10 , 550
4 of Diamonds , 5 of Diamonds , 7 of Diamonds , 110 , -724
4 of Diamonds , 5 of Diamonds , 7 of Diamonds , 1110 , -1668
4 of Diamonds , 5 of Diamonds , 8 of Diamonds , 0 , 478
4 of Diamonds , 5 of Diamonds , 8 of Diamonds , 10 , 608
4 of Diamonds , 5 of Diamonds , 8 of Diamonds , 110 , -670
4 of Diamonds , 5 of Diamonds , 8 of Diamonds , 1110 , -1678
4 of Diamonds , 5 of Diamonds , 9 of Diamonds , 0 , 548
4 of Diamonds , 5 of Diamonds , 9 of Diamonds , 10 , 800
4 of Diamonds , 5 of Diamonds , 9 of Diamonds , 110 , -632
4 of Diamonds , 5 of Diamonds , 9 of Diamonds , 1110 , -1656
4 of Diamonds , 5 of Diamonds , 10 of Diamonds , 0 , 3692
4 of Diamonds , 5 of Diamonds , 10 of Diamonds , 10 , 3922
4 of Diamonds , 5 of Diamonds , 10 of Diamonds , 110 , -1974
4 of Diamonds , 5 of Diamonds , 10 of Diamonds , 1110 , -6496
4 of Diamonds , 5 of Diamonds , A of Diamonds , 0 , -322
4 of Diamonds , 5 of Diamonds , A of Diamonds , 10 , 44
4 of Diamonds , 5 of Diamonds , A of Diamonds , 110 , -954
4 of Diamonds , 5 of Diamonds , A of Diamonds , 1110 , -1762
4 of Diamonds , 6 of Diamonds , 2 of Diamonds , 0 , 408
4 of Diamonds , 6 of Diamonds , 2 of Diamonds , 10 , 888
4 of Diamonds , 6 of Diamonds , 2 of Diamonds , 110 , -1010
4 of Diamonds , 6 of Diamonds , 2 of Diamonds , 1110 , -1764
4 of Diamonds , 6 of Diamonds , 3 of Diamonds , 0 , 336
4 of Diamonds , 6 of Diamonds , 3 of Diamonds , 10 , 884
4 of Diamonds , 6 of Diamonds , 3 of Diamonds , 110 , -972
4 of Diamonds , 6 of Diamonds , 3 of Diamonds , 1110 , -1778
4 of Diamonds , 6 of Diamonds , 4 of Clubs , 0 , 244
4 of Diamonds , 6 of Diamonds , 4 of Clubs , 10 , 638
4 of Diamonds , 6 of Diamonds , 4 of Clubs , 110 , -764
4 of Diamonds , 6 of Diamonds , 4 of Clubs , 1110 , -1324
4 of Diamonds , 6 of Diamonds , 5 of Diamonds , 0 , 296
4 of Diamonds , 6 of Diamonds , 5 of Diamonds , 10 , 918
4 of Diamonds , 6 of Diamonds , 5 of Diamonds , 110 , -912
4 of Diamonds , 6 of Diamonds , 5 of Diamonds , 1110 , -1750
4 of Diamonds , 6 of Diamonds , 6 of Clubs , 0 , 88
4 of Diamonds , 6 of Diamonds , 6 of Clubs , 10 , 570
4 of Diamonds , 6 of Diamonds , 6 of Clubs , 110 , -706
4 of Diamonds , 6 of Diamonds , 6 of Clubs , 1110 , -1334
4 of Diamonds , 6 of Diamonds , 7 of Diamonds , 0 , 286
4 of Diamonds , 6 of Diamonds , 7 of Diamonds , 10 , 718
4 of Diamonds , 6 of Diamonds , 7 of Diamonds , 110 , -936
4 of Diamonds , 6 of Diamonds , 7 of Diamonds , 1110 , -1744
4 of Diamonds , 6 of Diamonds , 8 of Diamonds , 0 , 414
4 of Diamonds , 6 of Diamonds , 8 of Diamonds , 10 , 856
4 of Diamonds , 6 of Diamonds , 8 of Diamonds , 110 , -878
4 of Diamonds , 6 of Diamonds , 8 of Diamonds , 1110 , -1752
4 of Diamonds , 6 of Diamonds , 9 of Diamonds , 0 , 654
4 of Diamonds , 6 of Diamonds , 9 of Diamonds , 10 , 988
4 of Diamonds , 6 of Diamonds , 9 of Diamonds , 110 , -858
4 of Diamonds , 6 of Diamonds , 9 of Diamonds , 1110 , -1732
4 of Diamonds , 6 of Diamonds , 10 of Diamonds , 0 , 3478
4 of Diamonds , 6 of Diamonds , 10 of Diamonds , 10 , 4488
4 of Diamonds , 6 of Diamonds , 10 of Diamonds , 110 , -3252
4 of Diamonds , 6 of Diamonds , 10 of Diamonds , 1110 , -6886
4 of Diamonds , 6 of Diamonds , A of Diamonds , 0 , -258
4 of Diamonds , 6 of Diamonds , A of Diamonds , 10 , 416
4 of Diamonds , 6 of Diamonds , A of Diamonds , 110 , -1238
4 of Diamonds , 6 of Diamonds , A of Diamonds , 1110 , -1818
4 of Diamonds , 7 of Diamonds , 2 of Diamonds , 0 , 334
4 of Diamonds , 7 of Diamonds , 2 of Diamonds , 10 , 958
4 of Diamonds , 7 of Diamonds , 2 of Diamonds , 110 , -1216
4 of Diamonds , 7 of Diamonds , 2 of Diamonds , 1110 , -1810
4 of Diamonds , 7 of Diamonds , 3 of Diamonds , 0 , 356
4 of Diamonds , 7 of Diamonds , 3 of Diamonds , 10 , 904
4 of Diamonds , 7 of Diamonds , 3 of Diamonds , 110 , -1172
4 of Diamonds , 7 of Diamonds , 3 of Diamonds , 1110 , -1812
4 of Diamonds , 7 of Diamonds , 4 of Clubs , 0 , 280
4 of Diamonds , 7 of Diamonds , 4 of Clubs , 10 , 708
4 of Diamonds , 7 of Diamonds , 4 of Clubs , 110 , -940
4 of Diamonds , 7 of Diamonds , 4 of Clubs , 1110 , -1382
4 of Diamonds , 7 of Diamonds , 5 of Diamonds , 0 , 274
4 of Diamonds , 7 of Diamonds , 5 of Diamonds , 10 , 916
4 of Diamonds , 7 of Diamonds , 5 of Diamonds , 110 , -1264
4 of Diamonds , 7 of Diamonds , 5 of Diamonds , 1110 , -1806
4 of Diamonds , 7 of Diamonds , 6 of Diamonds , 0 , 138
4 of Diamonds , 7 of Diamonds , 6 of Diamonds , 10 , 808
4 of Diamonds , 7 of Diamonds , 6 of Diamonds , 110 , -1256
4 of Diamonds , 7 of Diamonds , 6 of Diamonds , 1110 , -1832
4 of Diamonds , 7 of Diamonds , 7 of Clubs , 0 , 254
4 of Diamonds , 7 of Diamonds , 7 of Clubs , 10 , 622
4 of Diamonds , 7 of Diamonds , 7 of Clubs , 110 , -942
4 of Diamonds , 7 of Diamonds , 7 of Clubs , 1110 , -1354
4 of Diamonds , 7 of Diamonds , 8 of Diamonds , 0 , 392
4 of Diamonds , 7 of Diamonds , 8 of Diamonds , 10 , 964
4 of Diamonds , 7 of Diamonds , 8 of Diamonds , 110 , -1176
4 of Diamonds , 7 of Diamonds , 8 of Diamonds , 1110 , -1790
4 of Diamonds , 7 of Diamonds , 9 of Diamonds , 0 , 622
4 of Diamonds , 7 of Diamonds , 9 of Diamonds , 10 , 1030
4 of Diamonds , 7 of Diamonds , 9 of Diamonds , 110 , -1186
4 of Diamonds , 7 of Diamonds , 9 of Diamonds , 1110 , -1790
4 of Diamonds , 7 of Diamonds , 10 of Diamonds , 0 , 3512
4 of Diamonds , 7 of Diamonds , 10 of Diamonds , 10 , 4662
4 of Diamonds , 7 of Diamonds , 10 of Diamonds , 110 , -4494
4 of Diamonds , 7 of Diamonds , 10 of Diamonds , 1110 , -7126
4 of Diamonds , 7 of Diamonds , A of Diamonds , 0 , -238
4 of Diamonds , 7 of Diamonds , A of Diamonds , 10 , 438
4 of Diamonds , 7 of Diamonds , A of Diamonds , 110 , -1358
4 of Diamonds , 7 of Diamonds , A of Diamonds , 1110 , -1838
4 of Diamonds , 8 of Diamonds , 2 of Diamonds , 0 , 346
4 of Diamonds , 8 of Diamonds , 2 of Diamonds , 10 , -106
4 of Diamonds , 8 of Diamonds , 2 of Diamonds , 110 , -1374
4 of Diamonds , 8 of Diamonds , 2 of Diamonds , 1110 , -1876
4 of Diamonds , 8 of Diamonds , 3 of Diamonds , 0 , 308
4 of Diamonds , 8 of Diamonds , 3 of Diamonds , 10 , -146
4 of Diamonds , 8 of Diamonds , 3 of Diamonds , 110 , -1412
4 of Diamonds , 8 of Diamonds , 3 of Diamonds , 1110 , -1844
4 of Diamonds , 8 of Diamonds , 4 of Clubs , 0 , 166
4 of Diamonds , 8 of Diamonds , 4 of Clubs , 10 , -148
4 of Diamonds , 8 of Diamonds , 4 of Clubs , 110 , -1030
4 of Diamonds , 8 of Diamonds , 4 of Clubs , 1110 , -1368
4 of Diamonds , 8 of Diamonds , 5 of Diamonds , 0 , 280
4 of Diamonds , 8 of Diamonds , 5 of Diamonds , 10 , -306
4 of Diamonds , 8 of Diamonds , 5 of Diamonds , 110 , -1304
4 of Diamonds , 8 of Diamonds , 5 of Diamonds , 1110 , -1844
4 of Diamonds , 8 of Diamonds , 6 of Diamonds , 0 , 122
4 of Diamonds , 8 of Diamonds , 6 of Diamonds , 10 , -252
4 of Diamonds , 8 of Diamonds , 6 of Diamonds , 110 , -1334
4 of Diamonds , 8 of Diamonds , 6 of Diamonds , 1110 , -1848
4 of Diamonds , 8 of Diamonds , 7 of Diamonds , 0 , 314
4 of Diamonds , 8 of Diamonds , 7 of Diamonds , 10 , -216
4 of Diamonds , 8 of Diamonds , 7 of Diamonds , 110 , -1398
4 of Diamonds , 8 of Diamonds , 7 of Diamonds , 1110 , -1850
4 of Diamonds , 8 of Diamonds , 8 of Clubs , 0 , 326
4 of Diamonds , 8 of Diamonds , 8 of Clubs , 10 , -136
4 of Diamonds , 8 of Diamonds , 8 of Clubs , 110 , -982
4 of Diamonds , 8 of Diamonds , 8 of Clubs , 1110 , -1394
4 of Diamonds , 8 of Diamonds , 9 of Diamonds , 0 , 618
4 of Diamonds , 8 of Diamonds , 9 of Diamonds , 10 , -98
4 of Diamonds , 8 of Diamonds , 9 of Diamonds , 110 , -1280
4 of Diamonds , 8 of Diamonds , 9 of Diamonds , 1110 , -1828
4 of Diamonds , 8 of Diamonds , 10 of Diamonds , 0 , 3510
4 of Diamonds , 8 of Diamonds , 10 of Diamonds , 10 , 678
4 of Diamonds , 8 of Diamonds , 10 of Diamonds , 110 , -5048
4 of Diamonds , 8 of Diamonds , 10 of Diamonds , 1110 , -7340
4 of Diamonds , 8 of Diamonds , A of Diamonds , 0 , -236
4 of Diamonds , 8 of Diamonds , A of Diamonds , 10 , -508
4 of Diamonds , 8 of Diamonds , A of Diamonds , 110 , -1494
4 of Diamonds , 8 of Diamonds , A of Diamonds , 1110 , -1888
4 of Diamonds , 9 of Diamonds , 2 of Diamonds , 0 , 364
4 of Diamonds , 9 of Diamonds , 2 of Diamonds , 10 , -234
4 of Diamonds , 9 of Diamonds , 2 of Diamonds , 110 , -1488
4 of Diamonds , 9 of Diamonds , 2 of Diamonds , 1110 , -1908
4 of Diamonds , 9 of Diamonds , 3 of Diamonds , 0 , 310
4 of Diamonds , 9 of Diamonds , 3 of Diamonds , 10 , -218
4 of Diamonds , 9 of Diamonds , 3 of Diamonds , 110 , -1480
4 of Diamonds , 9 of Diamonds , 3 of Diamonds , 1110 , -1880
4 of Diamonds , 9 of Diamonds , 4 of Clubs , 0 , 246
4 of Diamonds , 9 of Diamonds , 4 of Clubs , 10 , -228
4 of Diamonds , 9 of Diamonds , 4 of Clubs , 110 , -1120
4 of Diamonds , 9 of Diamonds , 4 of Clubs , 1110 , -1426
4 of Diamonds , 9 of Diamonds , 5 of Diamonds , 0 , 232
4 of Diamonds , 9 of Diamonds , 5 of Diamonds , 10 , -304
4 of Diamonds , 9 of Diamonds , 5 of Diamonds , 110 , -1498
4 of Diamonds , 9 of Diamonds , 5 of Diamonds , 1110 , -1886
4 of Diamonds , 9 of Diamonds , 6 of Diamonds , 0 , 150
4 of Diamonds , 9 of Diamonds , 6 of Diamonds , 10 , -396
4 of Diamonds , 9 of Diamonds , 6 of Diamonds , 110 , -1448
4 of Diamonds , 9 of Diamonds , 6 of Diamonds , 1110 , -1882
4 of Diamonds , 9 of Diamonds , 7 of Diamonds , 0 , 294
4 of Diamonds , 9 of Diamonds , 7 of Diamonds , 10 , -286
4 of Diamonds , 9 of Diamonds , 7 of Diamonds , 110 , -1452
4 of Diamonds , 9 of Diamonds , 7 of Diamonds , 1110 , -1876
4 of Diamonds , 9 of Diamonds , 8 of Diamonds , 0 , 414
4 of Diamonds , 9 of Diamonds , 8 of Diamonds , 10 , -338
4 of Diamonds , 9 of Diamonds , 8 of Diamonds , 110 , -1478
4 of Diamonds , 9 of Diamonds , 8 of Diamonds , 1110 , -1906
4 of Diamonds , 9 of Diamonds , 9 of Clubs , 0 , 432
4 of Diamonds , 9 of Diamonds , 9 of Clubs , 10 , -138
4 of Diamonds , 9 of Diamonds , 9 of Clubs , 110 , -1064
4 of Diamonds , 9 of Diamonds , 9 of Clubs , 1110 , -1426
4 of Diamonds , 9 of Diamonds , 10 of Diamonds , 0 , 3278
4 of Diamonds , 9 of Diamonds , 10 of Diamonds , 10 , -226
4 of Diamonds , 9 of Diamonds , 10 of Diamonds , 110 , -5596
4 of Diamonds , 9 of Diamonds , 10 of Diamonds , 1110 , -7522
4 of Diamonds , 9 of Diamonds , A of Diamonds , 0 , -118
4 of Diamonds , 9 of Diamonds , A of Diamonds , 10 , -548
4 of Diamonds , 9 of Diamonds , A of Diamonds , 110 , -1588
4 of Diamonds , 9 of Diamonds , A of Diamonds , 1110 , -1914
4 of Diamonds , 10 of Diamonds , 2 of Diamonds , 0 , 1304
4 of Diamonds , 10 of Diamonds , 2 of Diamonds , 10 , -1954
4 of Diamonds , 10 of Diamonds , 2 of Diamonds , 110 , -6460
4 of Diamonds , 10 of Diamonds , 2 of Diamonds , 1110 , -7672
4 of Diamonds , 10 of Diamonds , 3 of Diamonds , 0 , 1430
4 of Diamonds , 10 of Diamonds , 3 of Diamonds , 10 , -1984
4 of Diamonds , 10 of Diamonds , 3 of Diamonds , 110 , -6476
4 of Diamonds , 10 of Diamonds , 3 of Diamonds , 1110 , -7670
4 of Diamonds , 10 of Diamonds , 4 of Clubs , 0 , 898
4 of Diamonds , 10 of Diamonds , 4 of Clubs , 10 , -1498
4 of Diamonds , 10 of Diamonds , 4 of Clubs , 110 , -4760
4 of Diamonds , 10 of Diamonds , 4 of Clubs , 1110 , -5752
4 of Diamonds , 10 of Diamonds , 5 of Diamonds , 0 , 936
4 of Diamonds , 10 of Diamonds , 5 of Diamonds , 10 , -1958
4 of Diamonds , 10 of Diamonds , 5 of Diamonds , 110 , -6388
4 of Diamonds , 10 of Diamonds , 5 of Diamonds , 1110 , -7632
4 of Diamonds , 10 of Diamonds , 6 of Diamonds , 0 , 652
4 of Diamonds , 10 of Diamonds , 6 of Diamonds , 10 , -2232
4 of Diamonds , 10 of Diamonds , 6 of Diamonds , 110 , -6452
4 of Diamonds , 10 of Diamonds , 6 of Diamonds , 1110 , -7630
4 of Diamonds , 10 of Diamonds , 7 of Diamonds , 0 , 1154
4 of Diamonds , 10 of Diamonds , 7 of Diamonds , 10 , -2296
4 of Diamonds , 10 of Diamonds , 7 of Diamonds , 110 , -6278
4 of Diamonds , 10 of Diamonds , 7 of Diamonds , 1110 , -7630
4 of Diamonds , 10 of Diamonds , 8 of Diamonds , 0 , 1714
4 of Diamonds , 10 of Diamonds , 8 of Diamonds , 10 , -1678
4 of Diamonds , 10 of Diamonds , 8 of Diamonds , 110 , -6366
4 of Diamonds , 10 of Diamonds , 8 of Diamonds , 1110 , -7646
4 of Diamonds , 10 of Diamonds , 9 of Diamonds , 0 , 2580
4 of Diamonds , 10 of Diamonds , 9 of Diamonds , 10 , -1552
4 of Diamonds , 10 of Diamonds , 9 of Diamonds , 110 , -6252
4 of Diamonds , 10 of Diamonds , 9 of Diamonds , 1110 , -7682
4 of Diamonds , 10 of Diamonds , J of Diamonds , 0 , 12306
4 of Diamonds , 10 of Diamonds , J of Diamonds , 10 , -4122
4 of Diamonds , 10 of Diamonds , J of Diamonds , 110 , -23210
4 of Diamonds , 10 of Diamonds , J of Diamonds , 1110 , -28604
4 of Diamonds , 10 of Diamonds , A of Diamonds , 0 , -980
4 of Diamonds , 10 of Diamonds , A of Diamonds , 10 , -2870
4 of Diamonds , 10 of Diamonds , A of Diamonds , 110 , -6700
4 of Diamonds , 10 of Diamonds , A of Diamonds , 1110 , -7698
4 of Diamonds , A of Clubs , 2 of Diamonds , 0 , 210
4 of Diamonds , A of Clubs , 2 of Diamonds , 10 , 376
4 of Diamonds , A of Clubs , 2 of Diamonds , 110 , -28
4 of Diamonds , A of Clubs , 2 of Diamonds , 1110 , -786
4 of Diamonds , A of Clubs , 3 of Diamonds , 0 , 244
4 of Diamonds , A of Clubs , 3 of Diamonds , 10 , 352
4 of Diamonds , A of Clubs , 3 of Diamonds , 110 , -50
4 of Diamonds , A of Clubs , 3 of Diamonds , 1110 , -750
4 of Diamonds , A of Clubs , 4 of Clubs , 0 , 120
4 of Diamonds , A of Clubs , 4 of Clubs , 10 , 280
4 of Diamonds , A of Clubs , 4 of Clubs , 110 , -24
4 of Diamonds , A of Clubs , 4 of Clubs , 1110 , -610
4 of Diamonds , A of Clubs , 5 of Diamonds , 0 , 172
4 of Diamonds , A of Clubs , 5 of Diamonds , 10 , 324
4 of Diamonds , A of Clubs , 5 of Diamonds , 110 , -70
4 of Diamonds , A of Clubs , 5 of Diamonds , 1110 , -822
4 of Diamonds , A of Clubs , 6 of Diamonds , 0 , 110
4 of Diamonds , A of Clubs , 6 of Diamonds , 10 , 288
4 of Diamonds , A of Clubs , 6 of Diamonds , 110 , -18
4 of Diamonds , A of Clubs , 6 of Diamonds , 1110 , -750
4 of Diamonds , A of Clubs , 7 of Diamonds , 0 , 228
4 of Diamonds , A of Clubs , 7 of Diamonds , 10 , 296
4 of Diamonds , A of Clubs , 7 of Diamonds , 110 , 4
4 of Diamonds , A of Clubs , 7 of Diamonds , 1110 , -742
4 of Diamonds , A of Clubs , 8 of Diamonds , 0 , 290
4 of Diamonds , A of Clubs , 8 of Diamonds , 10 , 400
4 of Diamonds , A of Clubs , 8 of Diamonds , 110 , 44
4 of Diamonds , A of Clubs , 8 of Diamonds , 1110 , -698
4 of Diamonds , A of Clubs , 9 of Diamonds , 0 , 418
4 of Diamonds , A of Clubs , 9 of Diamonds , 10 , 570
4 of Diamonds , A of Clubs , 9 of Diamonds , 110 , 58
4 of Diamonds , A of Clubs , 9 of Diamonds , 1110 , -686
4 of Diamonds , A of Clubs , 10 of Diamonds , 0 , 2174
4 of Diamonds , A of Clubs , 10 of Diamonds , 10 , 2428
4 of Diamonds , A of Clubs , 10 of Diamonds , 110 , 742
4 of Diamonds , A of Clubs , 10 of Diamonds , 1110 , -2646
4 of Diamonds , A of Clubs , A of Diamonds , 0 , -102
4 of Diamonds , A of Clubs , A of Diamonds , 10 , -22
4 of Diamonds , A of Clubs , A of Diamonds , 110 , -178
4 of Diamonds , A of Clubs , A of Diamonds , 1110 , -620
5 of Diamonds , 2 of Clubs , 2 of Diamonds , 0 , 116
5 of Diamonds , 2 of Clubs , 2 of Diamonds , 10 , 134
5 of Diamonds , 2 of Clubs , 2 of Diamonds , 110 , -150
5 of Diamonds , 2 of Clubs , 2 of Diamonds , 1110 , -718
5 of Diamonds , 2 of Clubs , 3 of Diamonds , 0 , 156
5 of Diamonds , 2 of Clubs , 3 of Diamonds , 10 , 162
5 of Diamonds , 2 of Clubs , 3 of Diamonds , 110 , -172
5 of Diamonds , 2 of Clubs , 3 of Diamonds , 1110 , -884
5 of Diamonds , 2 of Clubs , 4 of Diamonds , 0 , 184
5 of Diamonds , 2 of Clubs , 4 of Diamonds , 10 , 198
5 of Diamonds , 2 of Clubs , 4 of Diamonds , 110 , -236
5 of Diamonds , 2 of Clubs , 4 of Diamonds , 1110 , -872
5 of Diamonds , 2 of Clubs , 5 of Clubs , 0 , 146
5 of Diamonds , 2 of Clubs , 5 of Clubs , 10 , 152
5 of Diamonds , 2 of Clubs , 5 of Clubs , 110 , -146
5 of Diamonds , 2 of Clubs , 5 of Clubs , 1110 , -676
5 of Diamonds , 2 of Clubs , 6 of Diamonds , 0 , 50
5 of Diamonds , 2 of Clubs , 6 of Diamonds , 10 , 80
5 of Diamonds , 2 of Clubs , 6 of Diamonds , 110 , -250
5 of Diamonds , 2 of Clubs , 6 of Diamonds , 1110 , -882
5 of Diamonds , 2 of Clubs , 7 of Diamonds , 0 , 134
5 of Diamonds , 2 of Clubs , 7 of Diamonds , 10 , 194
5 of Diamonds , 2 of Clubs , 7 of Diamonds , 110 , -256
5 of Diamonds , 2 of Clubs , 7 of Diamonds , 1110 , -854
5 of Diamonds , 2 of Clubs , 8 of Diamonds , 0 , 258
5 of Diamonds , 2 of Clubs , 8 of Diamonds , 10 , 286
5 of Diamonds , 2 of Clubs , 8 of Diamonds , 110 , -238
5 of Diamonds , 2 of Clubs , 8 of Diamonds , 1110 , -902
5 of Diamonds , 2 of Clubs , 9 of Diamonds , 0 , 448
5 of Diamonds , 2 of Clubs , 9 of Diamonds , 10 , 386
5 of Diamonds , 2 of Clubs , 9 of Diamonds , 110 , -104
5 of Diamonds , 2 of Clubs , 9 of Diamonds , 1110 , -872
5 of Diamonds , 2 of Clubs , 10 of Diamonds , 0 , 2174
5 of Diamonds , 2 of Clubs , 10 of Diamonds , 10 , 2206
5 of Diamonds , 2 of Clubs , 10 of Diamonds , 110 , -162
5 of Diamonds , 2 of Clubs , 10 of Diamonds , 1110 , -3358
5 of Diamonds , 2 of Clubs , A of Diamonds , 0 , -202
5 of Diamonds , 2 of Clubs , A of Diamonds , 10 , -160
5 of Diamonds , 2 of Clubs , A of Diamonds , 110 , -366
5 of Diamonds , 2 of Clubs , A of Diamonds , 1110 , -972
5 of Diamonds , 3 of Clubs , 2 of Diamonds , 0 , 190
5 of Diamonds , 3 of Clubs , 2 of Diamonds , 10 , 308
5 of Diamonds , 3 of Clubs , 2 of Diamonds , 110 , -286
5 of Diamonds , 3 of Clubs , 2 of Diamonds , 1110 , -1008
5 of Diamonds , 3 of Clubs , 3 of Diamonds , 0 , 100
5 of Diamonds , 3 of Clubs , 3 of Diamonds , 10 , 192
5 of Diamonds , 3 of Clubs , 3 of Diamonds , 110 , -250
5 of Diamonds , 3 of Clubs , 3 of Diamonds , 1110 , -758
5 of Diamonds , 3 of Clubs , 4 of Diamonds , 0 , 200
5 of Diamonds , 3 of Clubs , 4 of Diamonds , 10 , 302
5 of Diamonds , 3 of Clubs , 4 of Diamonds , 110 , -310
5 of Diamonds , 3 of Clubs , 4 of Diamonds , 1110 , -1002
5 of Diamonds , 3 of Clubs , 5 of Clubs , 0 , 158
5 of Diamonds , 3 of Clubs , 5 of Clubs , 10 , 200
5 of Diamonds , 3 of Clubs , 5 of Clubs , 110 , -224
5 of Diamonds , 3 of Clubs , 5 of Clubs , 1110 , -728
5 of Diamonds , 3 of Clubs , 6 of Diamonds , 0 , 140
5 of Diamonds , 3 of Clubs , 6 of Diamonds , 10 , 160
5 of Diamonds , 3 of Clubs , 6 of Diamonds , 110 , -362
5 of Diamonds , 3 of Clubs , 6 of Diamonds , 1110 , -948
5 of Diamonds , 3 of Clubs , 7 of Diamonds , 0 , 206
5 of Diamonds , 3 of Clubs , 7 of Diamonds , 10 , 260
5 of Diamonds , 3 of Clubs , 7 of Diamonds , 110 , -266
5 of Diamonds , 3 of Clubs , 7 of Diamonds , 1110 , -928
5 of Diamonds , 3 of Clubs , 8 of Diamonds , 0 , 234
5 of Diamonds , 3 of Clubs , 8 of Diamonds , 10 , 332
5 of Diamonds , 3 of Clubs , 8 of Diamonds , 110 , -298
5 of Diamonds , 3 of Clubs , 8 of Diamonds , 1110 , -910
5 of Diamonds , 3 of Clubs , 9 of Diamonds , 0 , 414
5 of Diamonds , 3 of Clubs , 9 of Diamonds , 10 , 414
5 of Diamonds , 3 of Clubs , 9 of Diamonds , 110 , -302
5 of Diamonds , 3 of Clubs , 9 of Diamonds , 1110 , -954
5 of Diamonds , 3 of Clubs , 10 of Diamonds , 0 , 2114
5 of Diamonds , 3 of Clubs , 10 of Diamonds , 10 , 2372
5 of Diamonds , 3 of Clubs , 10 of Diamonds , 110 , -510
5 of Diamonds , 3 of Clubs , 10 of Diamonds , 1110 , -3672
5 of Diamonds , 3 of Clubs , A of Diamonds , 0 , -200
5 of Diamonds , 3 of Clubs , A of Diamonds , 10 , -40
5 of Diamonds , 3 of Clubs , A of Diamonds , 110 , -466
5 of Diamonds , 3 of Clubs , A of Diamonds , 1110 , -1022
5 of Diamonds , 4 of Clubs , 2 of Diamonds , 0 , 166
5 of Diamonds , 4 of Clubs , 2 of Diamonds , 10 , 388
5 of Diamonds , 4 of Clubs , 2 of Diamonds , 110 , -484
5 of Diamonds , 4 of Clubs , 2 of Diamonds , 1110 , -1020
5 of Diamonds , 4 of Clubs , 3 of Diamonds , 0 , 242
5 of Diamonds , 4 of Clubs , 3 of Diamonds , 10 , 352
5 of Diamonds , 4 of Clubs , 3 of Diamonds , 110 , -402
5 of Diamonds , 4 of Clubs , 3 of Diamonds , 1110 , -1020
5 of Diamonds , 4 of Clubs , 4 of Diamonds , 0 , 132
5 of Diamonds , 4 of Clubs , 4 of Diamonds , 10 , 324
5 of Diamonds , 4 of Clubs , 4 of Diamonds , 110 , -334
5 of Diamonds , 4 of Clubs , 4 of Diamonds , 1110 , -756
5 of Diamonds , 4 of Clubs , 5 of Clubs , 0 , 104
5 of Diamonds , 4 of Clubs , 5 of Clubs , 10 , 258
5 of Diamonds , 4 of Clubs , 5 of Clubs , 110 , -292
5 of Diamonds , 4 of Clubs , 5 of Clubs , 1110 , -780
5 of Diamonds , 4 of Clubs , 6 of Diamonds , 0 , 78
5 of Diamonds , 4 of Clubs , 6 of Diamonds , 10 , 338
5 of Diamonds , 4 of Clubs , 6 of Diamonds , 110 , -386
5 of Diamonds , 4 of Clubs , 6 of Diamonds , 1110 , -1014
5 of Diamonds , 4 of Clubs , 7 of Diamonds , 0 , 210
5 of Diamonds , 4 of Clubs , 7 of Diamonds , 10 , 332
5 of Diamonds , 4 of Clubs , 7 of Diamonds , 110 , -420
5 of Diamonds , 4 of Clubs , 7 of Diamonds , 1110 , -1008
5 of Diamonds , 4 of Clubs , 8 of Diamonds , 0 , 260
5 of Diamonds , 4 of Clubs , 8 of Diamonds , 10 , 386
5 of Diamonds , 4 of Clubs , 8 of Diamonds , 110 , -382
5 of Diamonds , 4 of Clubs , 8 of Diamonds , 1110 , -1010
5 of Diamonds , 4 of Clubs , 9 of Diamonds , 0 , 384
5 of Diamonds , 4 of Clubs , 9 of Diamonds , 10 , 468
5 of Diamonds , 4 of Clubs , 9 of Diamonds , 110 , -300
5 of Diamonds , 4 of Clubs , 9 of Diamonds , 1110 , -972
5 of Diamonds , 4 of Clubs , 10 of Diamonds , 0 , 2118
5 of Diamonds , 4 of Clubs , 10 of Diamonds , 10 , 2388
5 of Diamonds , 4 of Clubs , 10 of Diamonds , 110 , -1260
5 of Diamonds , 4 of Clubs , 10 of Diamonds , 1110 , -3906
5 of Diamonds , 4 of Clubs , A of Diamonds , 0 , -160
5 of Diamonds , 4 of Clubs , A of Diamonds , 10 , 104
5 of Diamonds , 4 of Clubs , A of Diamonds , 110 , -594
5 of Diamonds , 4 of Clubs , A of Diamonds , 1110 , -1048
5 of Diamonds , 5 of Clubs , 2 of Diamonds , 0 , 226
5 of Diamonds , 5 of Clubs , 2 of Diamonds , 10 , 484
5 of Diamonds , 5 of Clubs , 2 of Diamonds , 110 , -590
5 of Diamonds , 5 of Clubs , 2 of Diamonds , 1110 , -1076
5 of Diamonds , 5 of Clubs , 3 of Diamonds , 0 , 202
5 of Diamonds , 5 of Clubs , 3 of Diamonds , 10 , 538
5 of Diamonds , 5 of Clubs , 3 of Diamonds , 110 , -536
5 of Diamonds , 5 of Clubs , 3 of Diamonds , 1110 , -1050
5 of Diamonds , 5 of Clubs , 4 of Diamonds , 0 , 234
5 of Diamonds , 5 of Clubs , 4 of Diamonds , 10 , 512
