User Card 1 , User Card 2, Dealer Card, Choice, Frequency
4 of Hearts , 5 of Hearts , 10 of Diamonds , 0 , 253700
4 of Hearts , 5 of Hearts , 10 of Diamonds , 10 , 302432
4 of Hearts , 5 of Hearts , 10 of Diamonds , 110 , -158076
4 of Hearts , 5 of Hearts , 10 of Diamonds , 1110 , -484956
4 of Hearts , 5 of Hearts , A of Clubs , 0 , -19714
4 of Hearts , 5 of Hearts , A of Clubs , 10 , 13870
4 of Hearts , 5 of Hearts , A of Clubs , 110 , -84318
4 of Hearts , 5 of Hearts , A of Clubs , 1110 , -159920
4 of Hearts , 6 of Hearts , 2 of Hearts , 0 , 14770
4 of Hearts , 6 of Hearts , 2 of Hearts , 10 , 33770
4 of Hearts , 6 of Hearts , 2 of Hearts , 110 , -31448
4 of Hearts , 6 of Hearts , 2 of Hearts , 1110 , -59540
4 of Hearts , 6 of Hearts , 3 of Spades , 0 , 22440
4 of Hearts , 6 of Hearts , 3 of Spades , 10 , 54420
4 of Hearts , 6 of Hearts , 3 of Spades , 110 , -54884
4 of Hearts , 6 of Hearts , 3 of Spades , 1110 , -102776
4 of Hearts , 6 of Hearts , 4 of Diamonds , 0 , 7342
4 of Hearts , 6 of Hearts , 4 of Diamonds , 10 , 23642
4 of Hearts , 6 of Hearts , 4 of Diamonds , 110 , -28660
4 of Hearts , 6 of Hearts , 4 of Diamonds , 1110 , -52048
4 of Hearts , 6 of Hearts , 5 of Hearts , 0 , -196
4 of Hearts , 6 of Hearts , 5 of Hearts , 10 , 5704
4 of Hearts , 6 of Hearts , 5 of Hearts , 110 , -11142
4 of Hearts , 6 of Hearts , 5 of Hearts , 1110 , -18850
4 of Hearts , 6 of Hearts , 6 of Clubs , 0 , 1810
4 of Hearts , 6 of Hearts , 6 of Clubs , 10 , 16746
4 of Hearts , 6 of Hearts , 6 of Clubs , 110 , -25946
4 of Hearts , 6 of Hearts , 6 of Clubs , 1110 , -45526
4 of Hearts , 6 of Hearts , 7 of Hearts , 0 , 16288
4 of Hearts , 6 of Hearts , 7 of Hearts , 10 , 43546
4 of Hearts , 6 of Hearts , 7 of Hearts , 110 , -52310
4 of Hearts , 6 of Hearts , 7 of Hearts , 1110 , -96422
4 of Hearts , 6 of Hearts , 8 of Hearts , 0 , 32238
4 of Hearts , 6 of Hearts , 8 of Hearts , 10 , 61670
4 of Hearts , 6 of Hearts , 8 of Hearts , 110 , -70468
4 of Hearts , 6 of Hearts , 8 of Hearts , 1110 , -131296
4 of Hearts , 6 of Hearts , 9 of Hearts , 0 , 38112
4 of Hearts , 6 of Hearts , 9 of Hearts , 10 , 55692
4 of Hearts , 6 of Hearts , 9 of Hearts , 110 , -51890
4 of Hearts , 6 of Hearts , 9 of Hearts , 1110 , -102372
4 of Hearts , 6 of Hearts , 10 of Diamonds , 0 , 181590
4 of Hearts , 6 of Hearts , 10 of Diamonds , 10 , 239984
4 of Hearts , 6 of Hearts , 10 of Diamonds , 110 , -173388
4 of Hearts , 6 of Hearts , 10 of Diamonds , 1110 , -367056
4 of Hearts , 6 of Hearts , A of Clubs , 0 , -10758
4 of Hearts , 6 of Hearts , A of Clubs , 10 , 25778
4 of Hearts , 6 of Hearts , A of Clubs , 110 , -74870
4 of Hearts , 6 of Hearts , A of Clubs , 1110 , -118134
4 of Hearts , 7 of Hearts , 2 of Hearts , 0 , 11016
4 of Hearts , 7 of Hearts , 2 of Hearts , 10 , 25528
4 of Hearts , 7 of Hearts , 2 of Hearts , 110 , -29434
4 of Hearts , 7 of Hearts , 2 of Hearts , 1110 , -43606
4 of Hearts , 7 of Hearts , 3 of Spades , 0 , 15948
4 of Hearts , 7 of Hearts , 3 of Spades , 10 , 41716
4 of Hearts , 7 of Hearts , 3 of Spades , 110 , -50770
4 of Hearts , 7 of Hearts , 3 of Spades , 1110 , -75012
4 of Hearts , 7 of Hearts , 4 of Diamonds , 0 , 4314
4 of Hearts , 7 of Hearts , 4 of Diamonds , 10 , 16604
4 of Hearts , 7 of Hearts , 4 of Diamonds , 110 , -23948
4 of Hearts , 7 of Hearts , 4 of Diamonds , 1110 , -34312
4 of Hearts , 7 of Hearts , 5 of Hearts , 0 , -696
4 of Hearts , 7 of Hearts , 5 of Hearts , 10 , 4876
4 of Hearts , 7 of Hearts , 5 of Hearts , 110 , -10972
4 of Hearts , 7 of Hearts , 5 of Hearts , 1110 , -14956
4 of Hearts , 7 of Hearts , 6 of Hearts , 0 , 1498
4 of Hearts , 7 of Hearts , 6 of Hearts , 10 , 16596
4 of Hearts , 7 of Hearts , 6 of Hearts , 110 , -28188
4 of Hearts , 7 of Hearts , 6 of Hearts , 1110 , -40068
4 of Hearts , 7 of Hearts , 7 of Diamonds , 0 , 8868
4 of Hearts , 7 of Hearts , 7 of Diamonds , 10 , 27142
4 of Hearts , 7 of Hearts , 7 of Diamonds , 110 , -38826
4 of Hearts , 7 of Hearts , 7 of Diamonds , 1110 , -56246
4 of Hearts , 7 of Hearts , 8 of Hearts , 0 , 23602
4 of Hearts , 7 of Hearts , 8 of Hearts , 10 , 48138
4 of Hearts , 7 of Hearts , 8 of Hearts , 110 , -64830
4 of Hearts , 7 of Hearts , 8 of Hearts , 1110 , -94940
4 of Hearts , 7 of Hearts , 9 of Hearts , 0 , 27418
4 of Hearts , 7 of Hearts , 9 of Hearts , 10 , 43038
4 of Hearts , 7 of Hearts , 9 of Hearts , 110 , -48744
4 of Hearts , 7 of Hearts , 9 of Hearts , 1110 , -74222
4 of Hearts , 7 of Hearts , 10 of Diamonds , 0 , 124960
4 of Hearts , 7 of Hearts , 10 of Diamonds , 10 , 175228
4 of Hearts , 7 of Hearts , 10 of Diamonds , 110 , -167596
4 of Hearts , 7 of Hearts , 10 of Diamonds , 1110 , -268392
4 of Hearts , 7 of Hearts , A of Clubs , 0 , -7640
4 of Hearts , 7 of Hearts , A of Clubs , 10 , 23940
4 of Hearts , 7 of Hearts , A of Clubs , 110 , -63402
4 of Hearts , 7 of Hearts , A of Clubs , 1110 , -85578
4 of Hearts , 8 of Diamonds , 2 of Hearts , 0 , 4652
4 of Hearts , 8 of Diamonds , 2 of Hearts , 10 , -472
4 of Hearts , 8 of Diamonds , 2 of Hearts , 110 , -14360
4 of Hearts , 8 of Diamonds , 2 of Hearts , 1110 , -19900
4 of Hearts , 8 of Diamonds , 3 of Spades , 0 , 6784
4 of Hearts , 8 of Diamonds , 3 of Spades , 10 , -1972
4 of Hearts , 8 of Diamonds , 3 of Spades , 110 , -24584
4 of Hearts , 8 of Diamonds , 3 of Spades , 1110 , -33436
4 of Hearts , 8 of Diamonds , 4 of Diamonds , 0 , 1080
4 of Hearts , 8 of Diamonds , 4 of Diamonds , 10 , -1650
4 of Hearts , 8 of Diamonds , 4 of Diamonds , 110 , -9520
4 of Hearts , 8 of Diamonds , 4 of Diamonds , 1110 , -12816
4 of Hearts , 8 of Diamonds , 5 of Hearts , 0 , -222
4 of Hearts , 8 of Diamonds , 5 of Hearts , 10 , -1528
4 of Hearts , 8 of Diamonds , 5 of Hearts , 110 , -5100
4 of Hearts , 8 of Diamonds , 5 of Hearts , 1110 , -6540
4 of Hearts , 8 of Diamonds , 6 of Hearts , 0 , 708
4 of Hearts , 8 of Diamonds , 6 of Hearts , 10 , -3120
4 of Hearts , 8 of Diamonds , 6 of Hearts , 110 , -13358
4 of Hearts , 8 of Diamonds , 6 of Hearts , 1110 , -17972
4 of Hearts , 8 of Diamonds , 7 of Hearts , 0 , 4996
4 of Hearts , 8 of Diamonds , 7 of Hearts , 10 , -3646
4 of Hearts , 8 of Diamonds , 7 of Hearts , 110 , -23350
4 of Hearts , 8 of Diamonds , 7 of Hearts , 1110 , -31498
4 of Hearts , 8 of Diamonds , 8 of Hearts , 0 , 7776
4 of Hearts , 8 of Diamonds , 8 of Hearts , 10 , -2712
4 of Hearts , 8 of Diamonds , 8 of Hearts , 110 , -23778
4 of Hearts , 8 of Diamonds , 8 of Hearts , 1110 , -32634
4 of Hearts , 8 of Diamonds , 9 of Hearts , 0 , 11442
4 of Hearts , 8 of Diamonds , 9 of Hearts , 10 , -1038
4 of Hearts , 8 of Diamonds , 9 of Hearts , 110 , -23326
4 of Hearts , 8 of Diamonds , 9 of Hearts , 1110 , -32918
4 of Hearts , 8 of Diamonds , 10 of Diamonds , 0 , 54774
4 of Hearts , 8 of Diamonds , 10 of Diamonds , 10 , 8178
4 of Hearts , 8 of Diamonds , 10 of Diamonds , 110 , -83432
4 of Hearts , 8 of Diamonds , 10 of Diamonds , 1110 , -120572
4 of Hearts , 8 of Diamonds , A of Clubs , 0 , -3120
4 of Hearts , 8 of Diamonds , A of Clubs , 10 , -9564
4 of Hearts , 8 of Diamonds , A of Clubs , 110 , -29622
4 of Hearts , 8 of Diamonds , A of Clubs , 1110 , -37864
4 of Hearts , 9 of Clubs , 2 of Hearts , 0 , 9306
4 of Hearts , 9 of Clubs , 2 of Hearts , 10 , -3738
4 of Hearts , 9 of Clubs , 2 of Hearts , 110 , -29422
4 of Hearts , 9 of Clubs , 2 of Hearts , 1110 , -37606
4 of Hearts , 9 of Clubs , 3 of Spades , 0 , 12868
4 of Hearts , 9 of Clubs , 3 of Spades , 10 , -9424
4 of Hearts , 9 of Clubs , 3 of Spades , 110 , -52194
4 of Hearts , 9 of Clubs , 3 of Spades , 1110 , -65906
4 of Hearts , 9 of Clubs , 4 of Diamonds , 0 , 3672
4 of Hearts , 9 of Clubs , 4 of Diamonds , 10 , -5960
4 of Hearts , 9 of Clubs , 4 of Diamonds , 110 , -27158
4 of Hearts , 9 of Clubs , 4 of Diamonds , 1110 , -34342
4 of Hearts , 9 of Clubs , 5 of Hearts , 0 , -810
4 of Hearts , 9 of Clubs , 5 of Hearts , 10 , -3622
4 of Hearts , 9 of Clubs , 5 of Hearts , 110 , -10030
4 of Hearts , 9 of Clubs , 5 of Hearts , 1110 , -12350
4 of Hearts , 9 of Clubs , 6 of Hearts , 0 , 1698
4 of Hearts , 9 of Clubs , 6 of Hearts , 10 , -8074
4 of Hearts , 9 of Clubs , 6 of Hearts , 110 , -27632
4 of Hearts , 9 of Clubs , 6 of Hearts , 1110 , -34642
4 of Hearts , 9 of Clubs , 7 of Hearts , 0 , 9986
4 of Hearts , 9 of Clubs , 7 of Hearts , 10 , -11162
4 of Hearts , 9 of Clubs , 7 of Hearts , 110 , -48508
4 of Hearts , 9 of Clubs , 7 of Hearts , 1110 , -61904
4 of Hearts , 9 of Clubs , 8 of Hearts , 0 , 18580
4 of Hearts , 9 of Clubs , 8 of Hearts , 10 , -13916
4 of Hearts , 9 of Clubs , 8 of Hearts , 110 , -65472
4 of Hearts , 9 of Clubs , 8 of Hearts , 1110 , -84542
4 of Hearts , 9 of Clubs , 9 of Hearts , 0 , 20066
4 of Hearts , 9 of Clubs , 9 of Hearts , 10 , -4930
4 of Hearts , 9 of Clubs , 9 of Hearts , 110 , -46578
4 of Hearts , 9 of Clubs , 9 of Hearts , 1110 , -61390
4 of Hearts , 9 of Clubs , 10 of Diamonds , 0 , 102384
4 of Hearts , 9 of Clubs , 10 of Diamonds , 10 , -5910
4 of Hearts , 9 of Clubs , 10 of Diamonds , 110 , -180008
4 of Hearts , 9 of Clubs , 10 of Diamonds , 1110 , -238848
4 of Hearts , 9 of Clubs , A of Clubs , 0 , -6864
4 of Hearts , 9 of Clubs , A of Clubs , 10 , -21316
4 of Hearts , 9 of Clubs , A of Clubs , 110 , -61288
4 of Hearts , 9 of Clubs , A of Clubs , 1110 , -74690
4 of Hearts , J of Spades , 2 of Hearts , 0 , 36832
4 of Hearts , J of Spades , 2 of Hearts , 10 , -36046
4 of Hearts , J of Spades , 2 of Hearts , 110 , -135522
4 of Hearts , J of Spades , 2 of Hearts , 1110 , -163466
4 of Hearts , J of Spades , 3 of Spades , 0 , 52108
4 of Hearts , J of Spades , 3 of Spades , 10 , -67866
4 of Hearts , J of Spades , 3 of Spades , 110 , -234574
4 of Hearts , J of Spades , 3 of Spades , 1110 , -281172
4 of Hearts , J of Spades , 4 of Diamonds , 0 , 13778
4 of Hearts , J of Spades , 4 of Diamonds , 10 , -37724
4 of Hearts , J of Spades , 4 of Diamonds , 110 , -113540
4 of Hearts , J of Spades , 4 of Diamonds , 1110 , -134444
4 of Hearts , J of Spades , 5 of Hearts , 0 , -2554
4 of Hearts , J of Spades , 5 of Hearts , 10 , -19488
4 of Hearts , J of Spades , 5 of Hearts , 110 , -45392
4 of Hearts , J of Spades , 5 of Hearts , 1110 , -53030
4 of Hearts , J of Spades , 6 of Hearts , 0 , 5950
4 of Hearts , J of Spades , 6 of Hearts , 10 , -48250
4 of Hearts , J of Spades , 6 of Hearts , 110 , -125192
4 of Hearts , J of Spades , 6 of Hearts , 1110 , -149298
4 of Hearts , J of Spades , 7 of Hearts , 0 , 38794
4 of Hearts , J of Spades , 7 of Hearts , 10 , -75996
4 of Hearts , J of Spades , 7 of Hearts , 110 , -218756
4 of Hearts , J of Spades , 7 of Hearts , 1110 , -264970
4 of Hearts , J of Spades , 8 of Hearts , 0 , 77350
4 of Hearts , J of Spades , 8 of Hearts , 10 , -83790
4 of Hearts , J of Spades , 8 of Hearts , 110 , -297480
4 of Hearts , J of Spades , 8 of Hearts , 1110 , -360414
4 of Hearts , J of Spades , 9 of Hearts , 0 , 90812
4 of Hearts , J of Spades , 9 of Hearts , 10 , -54606
4 of Hearts , J of Spades , 9 of Hearts , 110 , -231358
4 of Hearts , J of Spades , 9 of Hearts , 1110 , -282158
4 of Hearts , J of Spades , 10 of Diamonds , 0 , 405462
4 of Hearts , J of Spades , 10 of Diamonds , 10 , -150270
4 of Hearts , J of Spades , 10 of Diamonds , 110 , -797882
4 of Hearts , J of Spades , 10 of Diamonds , 1110 , -982820
4 of Hearts , J of Spades , A of Clubs , 0 , -27058
4 of Hearts , J of Spades , A of Clubs , 10 , -115542
4 of Hearts , J of Spades , A of Clubs , 110 , -273076
4 of Hearts , J of Spades , A of Clubs , 1110 , -317034
4 of Hearts , A of Clubs , 2 of Hearts , 0 , 7934
4 of Hearts , A of Clubs , 2 of Hearts , 10 , 12734
4 of Hearts , A of Clubs , 2 of Hearts , 110 , 1248
4 of Hearts , A of Clubs , 2 of Hearts , 1110 , -21730
4 of Hearts , A of Clubs , 3 of Spades , 0 , 10946
4 of Hearts , A of Clubs , 3 of Spades , 10 , 18954
4 of Hearts , A of Clubs , 3 of Spades , 110 , -198
4 of Hearts , A of Clubs , 3 of Spades , 1110 , -37714
4 of Hearts , A of Clubs , 4 of Diamonds , 0 , 2404
4 of Hearts , A of Clubs , 4 of Diamonds , 10 , 5264
4 of Hearts , A of Clubs , 4 of Diamonds , 110 , -1534
4 of Hearts , A of Clubs , 4 of Diamonds , 1110 , -15740
4 of Hearts , A of Clubs , 5 of Hearts , 0 , -540
4 of Hearts , A of Clubs , 5 of Hearts , 10 , 1130
4 of Hearts , A of Clubs , 5 of Hearts , 110 , -1850
4 of Hearts , A of Clubs , 5 of Hearts , 1110 , -7906
4 of Hearts , A of Clubs , 6 of Hearts , 0 , 1402
4 of Hearts , A of Clubs , 6 of Hearts , 10 , 5540
4 of Hearts , A of Clubs , 6 of Hearts , 110 , -2802
4 of Hearts , A of Clubs , 6 of Hearts , 1110 , -20832
4 of Hearts , A of Clubs , 7 of Hearts , 0 , 9008
4 of Hearts , A of Clubs , 7 of Hearts , 10 , 15450
4 of Hearts , A of Clubs , 7 of Hearts , 110 , -824
4 of Hearts , A of Clubs , 7 of Hearts , 1110 , -35276
4 of Hearts , A of Clubs , 8 of Hearts , 0 , 18420
4 of Hearts , A of Clubs , 8 of Hearts , 10 , 25146
4 of Hearts , A of Clubs , 8 of Hearts , 110 , 948
4 of Hearts , A of Clubs , 8 of Hearts , 1110 , -46514
4 of Hearts , A of Clubs , 9 of Hearts , 0 , 20430
4 of Hearts , A of Clubs , 9 of Hearts , 10 , 24746
4 of Hearts , A of Clubs , 9 of Hearts , 110 , 4370
4 of Hearts , A of Clubs , 9 of Hearts , 1110 , -35034
4 of Hearts , A of Clubs , 10 of Diamonds , 0 , 94774
4 of Hearts , A of Clubs , 10 of Diamonds , 10 , 109692
4 of Hearts , A of Clubs , 10 of Diamonds , 110 , 31116
4 of Hearts , A of Clubs , 10 of Diamonds , 1110 , -123316
4 of Hearts , A of Clubs , A of Diamonds , 0 , -4726
4 of Hearts , A of Clubs , A of Diamonds , 10 , 3164
4 of Hearts , A of Clubs , A of Diamonds , 110 , -8604
4 of Hearts , A of Clubs , A of Diamonds , 1110 , -36100
5 of Hearts , 2 of Diamonds , 2 of Hearts , 0 , 1078
5 of Hearts , 2 of Diamonds , 2 of Hearts , 10 , 1288
5 of Hearts , 2 of Diamonds , 2 of Hearts , 110 , -868
5 of Hearts , 2 of Diamonds , 2 of Hearts , 1110 , -4386
5 of Hearts , 2 of Diamonds , 3 of Spades , 0 , 1928
5 of Hearts , 2 of Diamonds , 3 of Spades , 10 , 1860
5 of Hearts , 2 of Diamonds , 3 of Spades , 110 , -1782
5 of Hearts , 2 of Diamonds , 3 of Spades , 1110 , -8574
5 of Hearts , 2 of Diamonds , 4 of Hearts , 0 , 844
5 of Hearts , 2 of Diamonds , 4 of Hearts , 10 , 968
5 of Hearts , 2 of Diamonds , 4 of Hearts , 110 , -1680
5 of Hearts , 2 of Diamonds , 4 of Hearts , 1110 , -6440
5 of Hearts , 2 of Diamonds , 5 of Spades , 0 , -38
5 of Hearts , 2 of Diamonds , 5 of Spades , 10 , -40
5 of Hearts , 2 of Diamonds , 5 of Spades , 110 , -344
5 of Hearts , 2 of Diamonds , 5 of Spades , 1110 , -1010
5 of Hearts , 2 of Diamonds , 6 of Hearts , 0 , 262
5 of Hearts , 2 of Diamonds , 6 of Hearts , 10 , 380
5 of Hearts , 2 of Diamonds , 6 of Hearts , 110 , -1166
5 of Hearts , 2 of Diamonds , 6 of Hearts , 1110 , -4502
5 of Hearts , 2 of Diamonds , 7 of Hearts , 0 , 1670
5 of Hearts , 2 of Diamonds , 7 of Hearts , 10 , 1792
5 of Hearts , 2 of Diamonds , 7 of Hearts , 110 , -1996
5 of Hearts , 2 of Diamonds , 7 of Hearts , 1110 , -7914
5 of Hearts , 2 of Diamonds , 8 of Hearts , 0 , 3566
5 of Hearts , 2 of Diamonds , 8 of Hearts , 10 , 3826
5 of Hearts , 2 of Diamonds , 8 of Hearts , 110 , -1898
5 of Hearts , 2 of Diamonds , 8 of Hearts , 1110 , -10922
5 of Hearts , 2 of Diamonds , 9 of Hearts , 0 , 4080
5 of Hearts , 2 of Diamonds , 9 of Hearts , 10 , 4160
5 of Hearts , 2 of Diamonds , 9 of Hearts , 110 , -812
5 of Hearts , 2 of Diamonds , 9 of Hearts , 1110 , -8460
5 of Hearts , 2 of Diamonds , 10 of Diamonds , 0 , 18072
5 of Hearts , 2 of Diamonds , 10 of Diamonds , 10 , 18356
5 of Hearts , 2 of Diamonds , 10 of Diamonds , 110 , -1508
5 of Hearts , 2 of Diamonds , 10 of Diamonds , 1110 , -29744
5 of Hearts , 2 of Diamonds , A of Clubs , 0 , -1298
5 of Hearts , 2 of Diamonds , A of Clubs , 10 , -1262
5 of Hearts , 2 of Diamonds , A of Clubs , 110 , -3640
5 of Hearts , 2 of Diamonds , A of Clubs , 1110 , -10366
5 of Hearts , 4 of Spades , 2 of Hearts , 0 , 2418
5 of Hearts , 4 of Spades , 2 of Hearts , 10 , 5006
5 of Hearts , 4 of Spades , 2 of Hearts , 110 , -4420
5 of Hearts , 4 of Spades , 2 of Hearts , 1110 , -10826
5 of Hearts , 4 of Spades , 3 of Spades , 0 , 4392
5 of Hearts , 4 of Spades , 3 of Spades , 10 , 7966
5 of Hearts , 4 of Spades , 3 of Spades , 110 , -7750
5 of Hearts , 4 of Spades , 3 of Spades , 1110 , -19402
5 of Hearts , 4 of Spades , 4 of Hearts , 0 , 1958
5 of Hearts , 4 of Spades , 4 of Hearts , 10 , 4696
5 of Hearts , 4 of Spades , 4 of Hearts , 110 , -5594
5 of Hearts , 4 of Spades , 4 of Hearts , 1110 , -13312
5 of Hearts , 4 of Spades , 5 of Spades , 0 , 0
5 of Hearts , 4 of Spades , 5 of Spades , 10 , 388
5 of Hearts , 4 of Spades , 5 of Spades , 110 , -1028
5 of Hearts , 4 of Spades , 5 of Spades , 1110 , -2300
5 of Hearts , 4 of Spades , 6 of Hearts , 0 , 828
5 of Hearts , 4 of Spades , 6 of Hearts , 10 , 3304
5 of Hearts , 4 of Spades , 6 of Hearts , 110 , -4324
5 of Hearts , 4 of Spades , 6 of Hearts , 1110 , -10034
5 of Hearts , 4 of Spades , 7 of Hearts , 0 , 3438
5 of Hearts , 4 of Spades , 7 of Hearts , 10 , 6442
5 of Hearts , 4 of Spades , 7 of Hearts , 110 , -7400
5 of Hearts , 4 of Spades , 7 of Hearts , 1110 , -18030
5 of Hearts , 4 of Spades , 8 of Hearts , 0 , 6482
5 of Hearts , 4 of Spades , 8 of Hearts , 10 , 9428
5 of Hearts , 4 of Spades , 8 of Hearts , 110 , -9970
5 of Hearts , 4 of Spades , 8 of Hearts , 1110 , -24780
5 of Hearts , 4 of Spades , 9 of Hearts , 0 , 7762
5 of Hearts , 4 of Spades , 9 of Hearts , 10 , 9782
5 of Hearts , 4 of Spades , 9 of Hearts , 110 , -7310
5 of Hearts , 4 of Spades , 9 of Hearts , 1110 , -19486
5 of Hearts , 4 of Spades , 10 of Diamonds , 0 , 36092
5 of Hearts , 4 of Spades , 10 of Diamonds , 10 , 42948
5 of Hearts , 4 of Spades , 10 of Diamonds , 110 , -22384
5 of Hearts , 4 of Spades , 10 of Diamonds , 1110 , -68534
5 of Hearts , 4 of Spades , A of Clubs , 0 , -3140
5 of Hearts , 4 of Spades , A of Clubs , 10 , 2242
5 of Hearts , 4 of Spades , A of Clubs , 110 , -12046
5 of Hearts , 4 of Spades , A of Clubs , 1110 , -22610
5 of Hearts , 5 of Spades , 2 of Hearts , 0 , 9050
5 of Hearts , 5 of Spades , 2 of Hearts , 10 , 19276
5 of Hearts , 5 of Spades , 2 of Hearts , 110 , -17680
5 of Hearts , 5 of Spades , 2 of Hearts , 1110 , -33760
5 of Hearts , 5 of Spades , 3 of Spades , 0 , 13628
5 of Hearts , 5 of Spades , 3 of Spades , 10 , 31804
5 of Hearts , 5 of Spades , 3 of Spades , 110 , -32386
5 of Hearts , 5 of Spades , 3 of Spades , 1110 , -60360
5 of Hearts , 5 of Spades , 4 of Hearts , 0 , 6484
5 of Hearts , 5 of Spades , 4 of Hearts , 10 , 19966
5 of Hearts , 5 of Spades , 4 of Hearts , 110 , -24620
5 of Hearts , 5 of Spades , 4 of Hearts , 1110 , -44314
5 of Hearts , 5 of Spades , 5 of Diamonds , 0 , 4
5 of Hearts , 5 of Spades , 5 of Diamonds , 10 , 1698
5 of Hearts , 5 of Spades , 5 of Diamonds , 110 , -3016
5 of Hearts , 5 of Spades , 5 of Diamonds , 1110 , -5120
5 of Hearts , 5 of Spades , 6 of Hearts , 0 , 2354
5 of Hearts , 5 of Spades , 6 of Hearts , 10 , 13256
5 of Hearts , 5 of Spades , 6 of Hearts , 110 , -17350
5 of Hearts , 5 of Spades , 6 of Hearts , 1110 , -31560
5 of Hearts , 5 of Spades , 7 of Hearts , 0 , 8306
5 of Hearts , 5 of Spades , 7 of Hearts , 10 , 23780
5 of Hearts , 5 of Spades , 7 of Hearts , 110 , -31202
5 of Hearts , 5 of Spades , 7 of Hearts , 1110 , -56564
5 of Hearts , 5 of Spades , 8 of Hearts , 0 , 19114
5 of Hearts , 5 of Spades , 8 of Hearts , 10 , 35972
5 of Hearts , 5 of Spades , 8 of Hearts , 110 , -41402
5 of Hearts , 5 of Spades , 8 of Hearts , 1110 , -78280
5 of Hearts , 5 of Spades , 9 of Hearts , 0 , 22446
5 of Hearts , 5 of Spades , 9 of Hearts , 10 , 33018
5 of Hearts , 5 of Spades , 9 of Hearts , 110 , -30832
5 of Hearts , 5 of Spades , 9 of Hearts , 1110 , -60222
5 of Hearts , 5 of Spades , 10 of Diamonds , 0 , 108704
5 of Hearts , 5 of Spades , 10 of Diamonds , 10 , 141932
5 of Hearts , 5 of Spades , 10 of Diamonds , 110 , -101344
5 of Hearts , 5 of Spades , 10 of Diamonds , 1110 , -216158
5 of Hearts , 5 of Spades , A of Clubs , 0 , -9372
5 of Hearts , 5 of Spades , A of Clubs , 10 , 13798
5 of Hearts , 5 of Spades , A of Clubs , 110 , -44514
5 of Hearts , 5 of Spades , A of Clubs , 1110 , -69660
5 of Hearts , 6 of Diamonds , 2 of Hearts , 0 , 7886
5 of Hearts , 6 of Diamonds , 2 of Hearts , 10 , 17282
5 of Hearts , 6 of Diamonds , 2 of Hearts , 110 , -19582
5 of Hearts , 6 of Diamonds , 2 of Hearts , 1110 , -29064
5 of Hearts , 6 of Diamonds , 3 of Spades , 0 , 11714
5 of Hearts , 6 of Diamonds , 3 of Spades , 10 , 28824
5 of Hearts , 6 of Diamonds , 3 of Spades , 110 , -35416
5 of Hearts , 6 of Diamonds , 3 of Spades , 1110 , -51910
5 of Hearts , 6 of Diamonds , 4 of Hearts , 0 , 5714
5 of Hearts , 6 of Diamonds , 4 of Hearts , 10 , 19464
5 of Hearts , 6 of Diamonds , 4 of Hearts , 110 , -25798
5 of Hearts , 6 of Diamonds , 4 of Hearts , 1110 , -38000
5 of Hearts , 6 of Diamonds , 5 of Spades , 0 , 300
5 of Hearts , 6 of Diamonds , 5 of Spades , 10 , 2372
5 of Hearts , 6 of Diamonds , 5 of Spades , 110 , -4210
5 of Hearts , 6 of Diamonds , 5 of Spades , 1110 , -5908
5 of Hearts , 6 of Diamonds , 6 of Hearts , 0 , 868
5 of Hearts , 6 of Diamonds , 6 of Hearts , 10 , 10948
5 of Hearts , 6 of Diamonds , 6 of Hearts , 110 , -18240
5 of Hearts , 6 of Diamonds , 6 of Hearts , 1110 , -25796
5 of Hearts , 6 of Diamonds , 7 of Hearts , 0 , 6584
5 of Hearts , 6 of Diamonds , 7 of Hearts , 10 , 21990
5 of Hearts , 6 of Diamonds , 7 of Hearts , 110 , -33612
5 of Hearts , 6 of Diamonds , 7 of Hearts , 1110 , -48318
5 of Hearts , 6 of Diamonds , 8 of Hearts , 0 , 15994
5 of Hearts , 6 of Diamonds , 8 of Hearts , 10 , 33996
5 of Hearts , 6 of Diamonds , 8 of Hearts , 110 , -45374
5 of Hearts , 6 of Diamonds , 8 of Hearts , 1110 , -66646
5 of Hearts , 6 of Diamonds , 9 of Hearts , 0 , 18902
5 of Hearts , 6 of Diamonds , 9 of Hearts , 10 , 30014
5 of Hearts , 6 of Diamonds , 9 of Hearts , 110 , -33876
5 of Hearts , 6 of Diamonds , 9 of Hearts , 1110 , -51976
5 of Hearts , 6 of Diamonds , 10 of Diamonds , 0 , 89242
5 of Hearts , 6 of Diamonds , 10 of Diamonds , 10 , 123610
5 of Hearts , 6 of Diamonds , 10 of Diamonds , 110 , -116480
5 of Hearts , 6 of Diamonds , 10 of Diamonds , 1110 , -185866
5 of Hearts , 6 of Diamonds , A of Clubs , 0 , -5706
5 of Hearts , 6 of Diamonds , A of Clubs , 10 , 16414
5 of Hearts , 6 of Diamonds , A of Clubs , 110 , -43952
5 of Hearts , 6 of Diamonds , A of Clubs , 1110 , -59328
5 of Hearts , 9 of Diamonds , 2 of Hearts , 0 , 3572
5 of Hearts , 9 of Diamonds , 2 of Hearts , 10 , -2376
5 of Hearts , 9 of Diamonds , 2 of Hearts , 110 , -9892
5 of Hearts , 9 of Diamonds , 2 of Hearts , 1110 , -12178
5 of Hearts , 9 of Diamonds , 3 of Spades , 0 , 4086
5 of Hearts , 9 of Diamonds , 3 of Spades , 10 , -5536
